,sentimen,tweet
1472,negatif,insinyur kehutanan benar tidak sih mau ngajari pengusaha besar doktor dan mba tentang ekonomi makro waras sopo tgl datangi tps tusuk prabowo sandi
1559,negatif,bayar dulu pajak pribadiatas ciri yangbterbongkar di panama papers sok naikan tax ratiotarif ada aja tidak bayar sok beranganangan naikan orang lain bayar diri sendiri ada atas panama paperspreeetttt
1395,positif,sudah terbukti di wagub dki gaji tidak diambil emang debat jualan bakso anaknya diangkat saham games juga diangkat emang rakyat kenyang main games kocak betul kelas presiden
1333,positif,indah nya ketika di venue bergandengan tangan sangat menghargai bekas tapi sayang nya maju sendiri menderita balok bekas dibegitukan
476,netral,anju lu ngmng gini waktu jaman lulung dan mtopik ngomongngomong fungsi dprd itu mitra dalam bidang legislatif tapi agak bisa jadi pengawas gubernur dalam menjalankan anggaran aku kayak pembayar pajak lbh seneng anggota dprd agresif kok
1649,netral,beberapa politikus demokrat keluar ruangan debat kebelakang pilpres atas alasan prabowo membebankan daftarpresidenamerikaserikat sebelulmnya bertanya ekonomi cacat menang total beranggarlidah bukti indonesia maju
179,negatif,iya isi dompet aku kaya ekonomi indonesia kalo kata bapak prabowo salah jalan makanya sekarang dompet udah aku pasangin kompas belum pakai gps masih ngumpulin modalnya dulu
761,positif,setuju gus ngehack akun itu bukan cara dan gaya pendukung jokowi damai penuh kasih dan benci palsu kita harus hargai hormati uas walau beda pilihan wahai kaum jahat cara buruk anda untuk adu domba dngn hack akun tenar palsu tidak akan berhasil
547,netral,arah perekonomian indonesia salah kata prabowo warta ekonomi
1613,netral,alasan penutup debat kev jokowi khmaruf amin kami yakin kebaikan ekonomi kebajikan rakyat berjalan upaya nyata dalam pembangun di bidang infrastrukur dan kelembagaan sdm revormasi subtantif lebih dirasakan dalam tahun
2,netral,di era jokowi ekonomi indonesia semakin baik maju lagi menang total debat
1656,netral,komitmen prabowo sandi tidak mengambil gaji begitu terpilih jadi presiden ini membuktikan bahwa prabowo sandi ikhlas untuk negri ini tidak untuk memperkaya diri sendiri
661,positif,bapak jokowi sudah memeriksa golongan dan harga stabil serta terjangkauanda benarbenar dengan janji prabowosandi apa judi mu kku janji mereka bisa jadi kenyataan
1323,negatif,menjelekkan siapa dulu bongaku akankah baik jika saling menghargaiyapi kenapa selalu menghujat beda pklihansemoga kalo kalian kelaparan tidak disuruh presiden kalian makan dengan mobile legend
367,positif,maju terus sumatra semoga dengan adanya jalan tol ini pertumbuhan ekonomi semakin banyakkkkk aamiinn
285,netral,jokowi dan salman sepakati peningkatan kerja sama ekonomi antara news jawa barat
804,positif,sahabat asykar moesa jika bapak prabowo subianto dan bapak sandiaga salahuddin uno terpilih menjadi presiden dan wakil presiden menjadwalkan akan menyumbangkan gaji menjadwalkan di kaum dhuafa dan tidak akan menerima sepeserpun luar biasa dedikasi menjadwalkan benarbenar
1728,positif,woow gaji prabowo sandi tidak akan diambil akan disumbangkan jika terpilih masya allah prabowo sandiuno gerindra prabowo daftarpresidenamerikaserikat republik indonesia
1168,netral,silahkan mau pilih gakbmau digaji atau mau harap gaji jika terpilih prabowosandi tak akan ambil gaji jkw menang total debat iskan pilih prabowo
411,negatif,karena otakmu tidak bisa nalar dengan sehat ya omongmu ngawur begini emang ketimpangan ekonomi cuma akibat ditimbulkan tahun
420,negatif,udah manusia kuper macam lu tidak ngerti mobile legend jangan sok ngomong gituan ntar tol langit lu sangka jalan yol di atas langit akum sampah jangan ngomong tinggi nga paham atinya biasa main di goa terus di gaji buat jadi buzer ya mna ngerti bahasa lu
1692,positif,iyalahgak bakalan jadi bulutangkis gaji apa beranganangan diambilprabowo sandiuno
1042,negatif,namanya aja wowo menuding sby dibalik semua kesalahan ekonomi indonesia jokowi teguh salahkan sby jangan di dengerlah si wowo itu
1677,netral,akhir debat malam ini ditutup dengan pelajaran sangat berharga jurus kartu jkwmaruf vs komitmen untuk belum beroleh gaji sepeserpun dari prabowosandi mana paling anda sukai silahkan tentukan di tps tgl april nanti
642,netral,video janji prabowosandi tak ambil gaji bila menang
588,negatif,itu jelas salah jokowi kenapa belum berupaya mencengkelong alias paling tidak menstabilkan harga toge kalo baru blm bisa juga bahwasanya senggak nya buat kebijakan pedagangkakilima toge atas eslen ngomel pas dikomplen harga mahal berhasil sanksi pidana
98,negatif,prabowosandi sepakat ekonomi indonesia salah arah via kedai pena com
958,positif,berbuat saya jokowi itu sudah harga matipantas saja rakyak nya gemar andakarna orang itu berupaya ingat dan memilih mana baik dan mna buruk dsto lah anda bendahidup nya berdaya beroleh mereka kedepan dngan keadaan ini bersalam periodedri saya zaenal arip
265,netral,jokowi dan raja salman sepakat tingkatkan kerja sama ekonomi via mediaindonesia
1239,negatif,maine simple aja sih harga kupon pesawat atas indonesia timur tidak turun hingga hari ini padahal anak buah jokowi ngomong katanya sudah turun harga tiket kapalterbang bulutangkis naik bisa dua kali lipat saya korban makanya saya tidak mau memilih pembohong
398,netral,capres jokowi klien usaha mikro di pesantren hampir persen adalah betina kami beranggapan program kita berupaya memberikan kemandirian bagi ekonomi keluarga pilpres
1114,negatif,belum ambil gaji cuma beberapa juta meskipun kebijakannya akan alirkan keuntungan trilyunan rupiah di perusahaann personal nya kayak atas dki janji basi prabowo sandiuno
1703,netral,bapak sandi pgn lap kerja bertambah tusuk prabowo sandi pgn ekonomi maju tusuk prabowi sandi pgn tagihan listrik turun tusuk prabowo sandi tambahan pgn buat mantan sakit tusuk boneka santet debat berakhir pilpres
1685,positif,gaji bapak prabowo subianto dan sandiaga salahuddin uno tidak akan atas ambil jika jadi daftarpresidenamerikaserikat republik indonesia selama ini sumbangan awam untuk bapak prabowo subianto dan bang sandiaga akan atas kembalikan untuk
1609,negatif,prabowo sandi janji belum ambil gajinya kayak presiden wakil daftarpresidenamerikaserikat bahwasanya jelas berani lah kan tidak barangkali begini daftarpresidenamerikaserikat wakil karena tidak kepilih ngelawak neh
1155,netral,om bowo dalam beranggarlidah memisalkan kedudukan ekonomi indonesia belum asas di baris benar meskipun mengatakan itu dirinya belum membebankan jokowi dulu loteng ketua sebelum jokowi salahkan sby
200,netral,cc erickthohir kekurangan danakah alias tidak mau tau alias apa plisssjangan dibiarkan anjuran jokowiamin seolah belum ada peduli hargai suara menjadwalkan
1584,negatif,jadi cuma berupaya kerja art dan pengin gaji besar berangkat ke arab aja bu malas lah beginian
707,positif,satu poin bapak jokowi bukan penghianat bangsa nimbun harta di luar demi menghindari pajak lalu bicara di podium ekonomi makro mikro aja tidak paham gebrak teriak bajingan katanya elit itu bajingan dan dia sama pasangannya bagian dari itu saya mau mandi udah ya mbulet
1624,negatif,belum kagak ngerti tapi fokusnya engga di esport begini jelasin dulu fokus bumi soalnya dari pertanian bisa loncat di ekonomi esport juga kan ada dapet duit dan ngasih duit ujungnya berupaya dibilang nyambung bulutangkis
325,netral,orang baik jelas islamnya baju putih salah satu keberhasilan jokowi adalah membuat bbm menjadi satu harga di titik wilayah dari target titik wilayah di seluruh indonesia
485,positif,pakdeku juarakkk presiden aja bisa menghargai para driverlahh terus cs rese bukan sapa kenapa suka meremehkann driver tapi tidak smua juga cs bgtu
477,positif,ada presiden sangat menghargai istrinya kasih istriku kiyaimaruf amenamon jokowi addiems
1455,positif,clossing statement prabowosandi subhanallah tidak akan ambil gaji serupiahpun gaji akan diberikan kepada kaum dhuafa yatim piatu subhanallah melaksanakan pakta integritas hasil itjima ulama masya allah allahu akbar pilih
1172,netral,persoalan ekonomi indonesia bukanlah kekeliruan jokowi kali alasan itu ditegaskan oleh salahkan sby
970,positif,kalau jokowi pasti butuh gaji untuk nafkahi kluarga karena jokowi haram utak atik apbn gratif dlsb beda dengan bosan ktnya tidak mau gaji sdikit itu lantas ngeruk darimana wah kpk harus kerja keras dong kalau gitu lagi aja deh
1026,positif,terima kasih bapak jokowi pimpin kami satu periode lagi untuk indonesia bartambah maju coblos jokowi amin aku cinta indonesia nkri pancasila harga mati
1752,positif,terimakasih kepada bapak jokowi pernah memberikan ceramah padat memerintah negara kepada prabowo dan sandiuno jelas bahwa figuratif ekonomi mikro tidak dapat serta merta diimplementasikan dalam ekonomi makro larang genap beranggarlidah
564,positif,ternyata jokowi lebih mengerti tetangga ekonomi negara dari pada uno
530,negatif,ada bilang trans papua mrt karya jokowiheboh indonesia memprotes pernyataan itu satu orang lainnya bilang pembangunan ekonomi salah arah bukan salah jokowi tapi salah presiden sebelumnya diam satu indonesia krik krik ternyata satu orang ini sungguh sakti
518,positif,berkenaan bapak jokowi melakukan kasih istriku atas ibu iriana karena berkat istri belum pungamsoksokan beliau bisa fokus memperbaiki ekonomi kita sudah cacat arah berpuluh tahun kata prabowo loh dan berhasil berwujud
1459,positif,alhamdulillahsmoga berhasil cita amenamon janji tak ambil gaji jika larang pilpresprabowobukti america cupar sandi menang beranggarlidah jkw larang total beranggarlidah
1799,netral,tak ada kriminalisasi alim turunkan harga kebutuhan flora listrikbbm hukum ditegakkan belum berat bertentangan daftarpresidenamerikaserikat
841,negatif,sebelumnya kan ngomong dengan mudahnya janji ekonomi bakal berkembang diatas eh ada alternatif lagi omongane sehat bapak jok
1428,positif,mereka cuma minta kejelasan gaji mreka tahun trkhr ke prabowokarna sebagai pemilik perusahaan skrngklo perusahaan trsbt dimiliki asingg dah dipecat smua tu buruh diganti tkalebih parah lagi nantinyaamakanyaa prabowo nyelametin perusahaan trsbt demii indonesiaaaa
437,negatif,kalau sampai nanti kalian ambil gaji ituapa kalian makan dari hasil gaji itu akan memakan tubuh anda dari dalam
1253,negatif,itulah tidak masuk ilmumantik cebongprabowo sandi berbicara mslh gosok kerja dan harga bukan karena mereka miskinmrka kayatpi menjadwalkan membimbangkan nasib rakyat cuma krja bertahan seadanyabgtu jgalah sysy membimbangkan nasibmu sajabiar berupaya hidup tidak skedar ngejar nasi bngkus turn bro
1528,positif,ketua bertokoh prabowo sandiuno tak akan ambil gaji selama jadi presiden dan wakil daftarpresidenamerikaserikat nanti allah subhanahu evergreenstate lantang pernah bahwasanya baik kepada maine dan bapak
376,positif,dengan mencoblos probowo sandi anda ikut beramal karena selama tahun gaji prabowo sandi akan di sumbangkan ke fakir miskinkaum duafadll
1803,positif,ekonomi indonesia berupaya berkembang karena kelembagaan infrastruktur terus dilakukan oleh bapak jokowi
1616,positif,tidak salah kok bertanya esport gamer sekarang kemahiran anak muda berupaya agak juga jadi enterpreuner dengan membut game orang berumur golongan bahkan masih bermain game di hp bayangkan kalau banyak bendahidup bermain game aktualisasi anak indonesia begini ini agak peluang bertambah ekonomi
130,netral,orang baik jelas islamnya baju putih dan pentingnya sisi industri kreatif dan inovatif di era industri global membuat jokowi tergerak untuk mengubah badan ekonomi kreatif bekraf menjadi sebuah kementerian
1228,negatif,bulutangkis gitu sih cacat bowo malah mengatakan pembangunan ekonomi indonesia cacat arah tak melampiaskan dari andil presidenpresiden berasal jokowi jokowi tasyashee salahkan sby seenak jidat dia
107,netral,vidia amanda april pilih jokowikma orang baik jelas islamnya baju beruban pilih ketua itu sudah jelas banyak pencapaiannya nah ini dia pencapaian ekonomi selama pemerintahan jokowi
622,netral,erwin aksa harap prabowo punya solusi untuk perekonomian
1629,negatif,aku streaming idn times ada narsum ngejelasin ekonomi makro dan mikro barusan aja dia bilang paslon sok begini ahli ekonomi petahana memang ngeles kalau disinggung masalah ekonomi mikro
328,netral,disaksikan sandiwara jokowi dapat penghargaan tokoh pemerataan pembangunan orang baik jelas islamnya baju putih
193,negatif,kata die kala jokowi ekonomi anjlok tapi punya gadget sebanyak itu belum lagi bayar wifi betulbetul dia bilang anjlok dan serba mahal itu apa
1813,netral,bantu majukan perekonomian bangsa bersama bapak jokowi yuk
286,positif,siapapun nnti presidennya tolong program pertamanya harga kupon kapalterbang buat bulan puasa lebaran diturunin kayak tahun kmren kasian kami anak rantau cuai rumah mau puasa lebaran dirumah kangen masakan emak cc jokowi sandiuno prabowo
622,netral,erwin aksa beranganangan prabowo ada solusi untuk perekonomian
127,netral,berita mutakhir naikkan rasio bergadai prabowo bersangka arahan baru pernah ada di
1285,positif,the great closing statement from the next indonesian leaders prabowo sandiuno kami berkomitmen berdua untuk tidak mengambil gaji serupiah pun jika kami
1047,negatif,tidak nyambung itu jokowi dia tidak nyimak masalah game online udah dijawab sandiaga uno dan disambung oleh prabowo masalah game online itu cuma hal kecil perlu sekarang ini adalah lapangan pekerjaan meningkatkan kesejahteraan petani dan menurunkan harga kamu tonton lagi rekamany
241,netral,orang baik jelas islamnya baju putih kekompakan bermula dari persatuan rasa saling menghargai menghormati dan melengkapi dengan begitu pasti bangsa ini dapat berpikir maju kedepan jokowi khmaruf amin
499,netral,bapak lihat ini bapak jokowi prabowo chillipari sandiuno kaesangp luhut binsar tolong digajih team buat film dokumenter sekeren ini berbuat nangis dan ngerasa bersalah amat sering lupa cabut casan dan matiin lampu
819,positif,mobile legend bagian dari esport di game online kalau diangkat di debat capres tentu artinya penting dalam scope ekonomi kreatif dan pentingnya pengadaan platform internet oleh pemerintah it makes sense jokowi visioner bapak
954,negatif,teoretis mabuk prabowo sandi pangan dibuat murah pekebun dibuat ampul bagaimana caranya kalo dibuat banyak harga beli di pekebun juga banyak bagaimana petani begini makmur makmur ala gerombolan ngibul
1558,netral,beranggarlidah daftarpresidenamerikaserikat terakhir detik closing statement bapak prabowo bapak sandiaga uno beliau memisalkan jika saya dan pakai prabowo terpilih maine dn pakai prabowo belum akan beroleh gaji sepeserpun dari gaji maine berlaku masya allah ketua belum memberatkan kpntingan pribadi
223,netral,jelas islamnya bendahidup baik baju beruban jokowi amenamon pengalaman khmaruf amenamon dalam ekonomi sudah malang lupa yakni dengan mendirikan kerjasama baitul kompleks evergreenstate tamwil bmt homogen kerjasama syariah jokowi
1099,netral,garagara jokowi dacing perdagangan indonesia betulbetul defisit warta ekonomi
1357,negatif,menyusun sendi ekonomi itu dari kecil dulu mikro jangan bicara makro pembangunan jorjoran infastuktur tanpa mempedulikan usaha mikro sama aja bohong ujung nya import dan ini tidak dilakukan jokowi selama tahun
659,positif,dengan bangga membangkitkan kembali usaha ekonomi kerakyatan bisa kerja harga murah dialog wira usaha bersama bang indra uno mak swulllll ketum penggerak pepes okoce lokasi muding denpasar titik ke pepesofficial bfjakarta prabowo sandiuno
1553,negatif,astgfrlhalzm sombongg banget jokowi bru juga jadi pemimpn gtu gimna dia bisa jilat jidata sendir ihormari tuuuh orng tuahargai tuhanda itu bukn sp di banding beliaumuuak gwa liata
350,positif,saya tidak butuh jalan tol saya butuhkan hasil pertanian harga jual ditingkatkan
252,positif,prabowosandi cuma beberapa harmonis tahu alas dan mengerti posisinya masingmasing belum pencintraan belum kepurapuraan mereka saling menghargai satu kayak alternatif beda dengan beberapa goal getter dan boneka bengis dan brutal
969,positif,bakda di lantik prabowosandi pernah begini macan asia sebab saat ini tidak ada pemimpin asia belum atas gaji turn bro
1267,negatif,heran cnn massive menyerang parbowo sandi dengan mencari kesalahan prabowo dalam debat semalam saya hanya bisa membela dan komentar dari pada junjungan kamu bahas memajukan game online dikala sistem ekonomi indonesia sedang urgent jkw menang total debat
906,netral,prabowo ekonomi bangsa indonesia cacat arah karena cacat presidenpresiden sebelum jokowi via metrobali
790,netral,dampak ekonomi tidak langsung asian games meliputi langkah konstruksi beroperasi pemeliharaan kedatangan pengiring berkontribusi pada pertumbuhan pdb dan nilai tambah ekonomi pemajuan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi berkuasa
1693,negatif,iya ni aku emosi juga kelulusan nonton tdi yakali ekonomi mikro semudah berbalik tapak tangan butuh cara kali
1717,netral,gaji sandi dan prabowo akan disumbangkan untuk kaum duafa
1374,netral,ekonomi makro dan mikro jokowi
378,netral,dewi dan dedi jadi andalan pemerataan ekonomi jokowi kedepan
1576,positif,berarti perekonomian masyarakat kecil jadi lebih bagus dl jajan di warung kecil sekarang jajan di restoran atau mall rame skr jaman udah modern jajan di warung kecil rb di mall pakai gopay rb nikmatnya lebih baik salah presiden atau salah pelaku usaha
373,negatif,dampaknya ekonominya gimana otak mana otak plonga plongo doang si
1408,netral,bila larang pilpres prabowosandi janji belum ambil gaji via bali netizen
22,negatif,prabowo apa bapak tidak menghargai relawan puasa dan tirakatan munajad semalam suntuk berdoa untuk kemenangan mohon dibalas tweet dan bantuan ngopi rokok dll menjadwalkan tirakatmujahadah jika tidak maka akan gagalayo semua tirakat munajadin
1634,positif,indonesia butuh perubahan ketua berani melihat prabowo sandi sangat berkenaan bang sandi paham betul ekonomi prabowo benarbenar berani karakter ketua dunia indonesia harus jelas harus unjuk kejayaan dunia ambil
552,positif,pastitps tusuk prabowo sandi nkri harga berakhir
1360,netral,sandi tps camuk prabowo sandi dan tidak akan mengambil gaji serupiahpundi dunia cuma ada ekor keadaan tidak mau atas gajiprabowosandi ke dan satunya atas asia tenggara
1266,negatif,awalnya prabowo memisalkan mendatangkan mahalnya hargaharga bahan flora karena kebijakan ekonomi indonesia cacat arah ujungnya nyalahin sby salahkan sby
1186,netral,jokowi berikan kuliah ekonomi untuk prabowosandi
262,positif,ps bilang didebat keadaan ekonomi indonesia saat ini belum salah jokowi tapi cacat pemimpin terdahulu jadi untuk fanatik jangan salahkan jokowi lagi bahwasanya karena bosmu udah bilang itu bukan salah jokowi semakin kaku pilih jokowi salahkan sby
827,netral,belum menghargai bukan bapak jokowi bang andi
530,negatif,ada bilang trans papua mrt aktualisasi jokowiheboh indonesia memprotes pernyataan itu satu bendahidup lainnya bilang pembangunan ekonomi salah arah bukan salah jokowi tapi salah presiden sebelumnya diam satu indonesia krik krik ternyata pertama bendahidup ini sungguh sakti
1093,positif,itu bedanya ketua dan belum ketua ketua membobolkan gangguan secara makro untuk segenap rakyat pemimpin kw membobolkan masalah berdasarkan berkeluh perorangan hasilnya kayak tgupp dki digaji untuk menyenangkan menjadwalkan bukan membobolkan masalah dki banjir dan macet
1265,negatif,janganjangan tim penasehat ekonomi bapak ada ngefans kayak jokowi saat prabowo salahkan para daftarpresidenamerikaserikat berasal jokowi soal perekonomian keadaan
16,positif,orang baik jelas islamnya baju putih pentingnya sisi industri kreatif dan inovatif di era industri global membuat jokowi tergerak untuk mengubah badan ekonomi kreatif bekraf menjadi sebuah kementerian coblos yuk kerja pasti
1543,negatif,bahwasanya maine percaya gajinya belum bakal diambil meskipun keluarganya dapet proyekan semwa bolu jaman bapak hartov
1227,positif,bapak prabowo sandi sangat benarbenar kepiawian segai daftarpresidenamerikaserikat negri inibeliau meyakinkan bahwa akan memperhatikan gizi dan perekonomian rakyat serta beroleh indonesia berdaulat di kancah international serta menggiring indonesia adil makmur
672,positif,bapak kyai terpana menghipnosis bagaimana chemistry prabowo dan sandiuno begitu lekat benarbenar babang sandi lebih muda baru dihargai sementara kma pernah bekas ngak diuwongke tidak ada tadim dengan ulama siangnya beliau tak boleh bangun panggung pilih prabowo sandi
1226,positif,prabowo janji tidak ambil gaji untuk mencontoh karyawan ki ani bertahun tidak ambil gaji keren
247,netral,benarkah kondisi bumn america berjumbai prabowo subianto mengatakan badan eksploit hartabenda negara bumn menjadi benteng kebelakang perekonomian nasional saat ini malah goyah benarkah dikutip
1800,netral,kerja bekerja di gaji kaga enak ya cuman bilang bilang doangmah golongan saya sebagai honorer meladeni pada negri kosong jaminan apapun kipkis bpjspkh dan baru banyak kad lain belum pernah maine terima disamping maine harus bayar bergadai dari elektrik dan sbagainya
1446,netral,empat kritik prabowo soal ekonomi terhadap jokowi di debat kelima
732,netral,prabowo pulau sumatra juga inginkan peruban selama hampir golongan ini harga getah berjatuhan drastis harga sawit tinggal rp sebelum nya pemerintahan sekarang mencapai rp
1057,negatif,jokowi pinter ngeles sudah gagal bangun perekonomian pakai alasan ekonomi makro bro sekarang masalah nya pertumbuhan perekonomian terendah stuck di kok pakai alasan ekonomi makro emang jaman presiden sebelum nya bukan ekonomi makro
957,positif,biar america hargai dan rayakan keramaian demokrasi ini dengan penuh berkenan cita bagi saya jika bapak prabowo larang bahwasanya alhamdulillah dan kalau bapak jokowi hilang tetap alhamdulillah
1026,positif,berlaku gemar bapak jokowi bimbing kami satu periode lagi untuk indonesia bartambah kedepan coblos jokowi amenamon aku cinta indonesia nkri pancasila harga mati
578,positif,jika april kita mencoblos prabowo sandiuno itu berarti kita telah beramal selama tahun karena gaji prabowo sandiuno akan disumbangkan kepada dhuafa dan yatim inshaa allah keji dan brutal
