,sentimen,tweet
30,netral,mantulz sekali pakmengisi masa tenang dengan umroh bersama kel tercinta istri anak pada ahirnya memang keluarga lah asset pulang berharga sehat selalu pakdeee
31,netral,mantulz benar pakmengisi masa anteng dengan umroh bersama kel kesayangan istri anak pada ahirnya memang dalamnegeri lah asset balik berharga sehat selalu pakdeee
32,positif,pentingnya sisi industri kreatif inovatif di era industri global membuat jokowi tergerak untuk mengubah badan ekonomi kreatif bekraf menjadi sebuah kementerian coblos yuk kerja pasti
33,positif,pentingnya sisi industri kreatif inovatif atas era industri dunia membuat jokowi tergerak untuk malih badan ekonomi kreatif bekraf menjadi sebuah kementerian coblos yuk bekerja jelas
34,positif,dalam pakta integritas antara prabowo sandi ulama terlibat dalam ijtimak ulama sudah sangat jelas bahwa pancasila nkri itu adalah harga mati tidak ada itu khilafah khilafah hanyalah bualan para makhluk di kolam
35,positif,dalam pakta integritas antara prabowo sandi ulama terlibat dalam ijtimak ulama pernah sangat jelas bahwa pancasila nkri itu adalah harga berakhir belum ada itu khilafah khilafah hanyalah bualan para bendahidup di kolam
36,netral,saya dengar bapak mbak vidya dari curup dulu beli lipstik purbasari harga ribu tapi sekarang beli lipstik nyx tidak cukup ribu
37,netral,saya dengar bapak mbak vidya dari curup dulu beli lipstik purbasari harga ribu meskipun ada beli lipstik niks tidak banyak ribu
38,positif,prabowo sejak jadi tni puluhan tahun tidak dia ambil gajinya serupiah pun sandi sejak jadi wagub juga demikian susah ya cari orang seperti mereka tidak ambil gaji dari hasil mereka kerja untuk negara
39,positif,prabowo sejak jadi tni puluhan tahun tidak dia ambil gajinya serupiah bahkan sandi sejak begini wagub agak demikian susah ya cari bendahidup seperti menjadwalkan belum ambil gaji dari hasil menjadwalkan bekerja untuk keadaan
40,netral,assalamualaikum saya tahu suara itu sangat berharga dalam upaya memenangkan prabowo sandiuno saya harus merelakan suara dikarenakan berada di jakarta namun ktp daerah semoga suara saya tidak disertakan bisa terbalaskan dengan doa semoga allah swt mengabulkan itu amin ya rabb
41,netral,assalamualaikum saya tahu suara itu sangat berharga dalam anju memenangkan prabowo sandiuno maine harus merelakan suara dikarenakan asas atas jakarta namun ktp daerah amat suara saya belum disertakan bisa terbalaskan dengan berdoa semoga allah swt melepaskan itu amenamon bahwasanya rabb
42,negatif,jika terpilih prabowosandiaga janji tak ambil gaji kita tahu mereka orangorang superkaya mbok ya rendah hatilah jangan menyatakan kata berkonotasi angkuh
43,negatif,jika terpilih prabowosandiaga janji tak ambil gaji kita tahu menjadwalkan orangorang superkaya mbok ya rendah hatilah jangan menyatakan bercakap berkonotasi angkuh
44,negatif,prabowo apa bapak tidak menghargai relawan puasa tirakatan munajad semalam suntuk berdoa untuk kemenangan mohon dibalas tweet kontribusi ngopi rokok dll mereka tirakatmujahadah jika tidak maka akan gagalayo semua tirakat munajadin
45,negatif,prabowo apa bapak tidak menghargai relawan puasa tirakatan munajad semalam suntuk berdoa untuk kemenangan mohon dibalas tweet bantuan ngopi rokok dll mereka tirakatmujahadah jika tidak akibatnya akan gagalayo semua tirakat munajadin
46,positif,prabowo sandi menang otomatis kita ikut bersedekah bagi kaum farkir miskin dhuafa melalui gaji mereka berfua tidak akan diambil akan disedekahkan
47,positif,prabowo sandi larang otomatis kita berlangsung bersedekah bagi kaum farkir miskin dhuafa berjalan gaji menjadwalkan berfua tidak akan diambil akan disedekahkan
48,positif,kepercayaan hanya diberikan pada mereka berpengalaman seorang jokowi memiliki wakil berpengalaman dibidang ekonomi coblos yuk ya
49,positif,ideologi cuma diberikan atas mereka berpengalaman individu jokowi memiliki wakil berpengalaman dibidang ekonomi coblos yuk bahwasanya
50,negatif,ummat islam waras cerdas pasti senang beramalcoblos prabowo anda ikut andil dalam beramal gaji beliau tidak diambil tapi untk amal
51,negatif,ummat islam waras awas jelas mudah beramalcoblos prabowo anda berlangsung andil dalam beramal gaji beliau tidak diambil meskipun untk amal
52,positif,keberhasilan tidak hanya dibidang infrastruktur jokowi juga berhasil memperbaiki ekonomi indonesia coblos yuk ya
53,positif,keberhasilan tidak cuma dibidang asas jokowi agak berhasil memperbaiki ekonomi indonesia coblos yuk ya
54,negatif,model ngeles petruk sudah ketaker berbusa didepan sandi ngomongin ekonomi makro dengan congkaknya untung sandi nya sabar tidak di kick balik pantesan menterinya pintar pada mbodoni lha juragannya kayak gini pekk nya prabowo sandiuno
55,negatif,model ngeles petruk pernah ketaker berbusa didepan sandi ngomongin ekonomi makro dengan congkaknya untung sandi nya reda belum di kick balik pantesan menterinya pintar atas mbodoni lha juragannya kayak gini pekk nya prabowo sandiuno
56,positif,dengan memilih kita sudah bersodakoh karna prabowo sandi menyumbangkan gaji mereka untuk negarafakir miskin yatim piatu masjid jadikan prabowo sandi presiden wakil presiden republik indonesia
57,positif,dengan memilih kita pernah bersodakoh karna prabowo sandi menyumbangkan gaji mereka untuk negarafakir miskin yatim piatu masjid jadikan prabowo sandi daftarpresidenamerikaserikat wakil presiden bangsa indonesia
58,positif,alhamdulillah capres mau sedekahkan gajinya untuk rakyat miskin disini kami korban gempa pasigala butuh bantuan bapak prabowo sandiuno karniilyas rockygerung
59,positif,alhamdulillah capres beranganangan sedekahkan gajinya untuk awam miskin disini kami korban gempa pasigala beranganangan bantuan bapak prabowo sandiuno karniilyas rockygerung
60,netral,no donk mang sayah percaya semua saudara seperjuangan ikhlas hanya ingin negeri ini berubah jauh lebik baik lagi dari sekarang masyarakatnya damai tenang amankesejahteraan meningkat harga rendah stabil
61,netral,no donk mang sayah menelan keseluruhan persaudaraan seperjuangan ikhlas cuma beranganangan beradab ini berbalik bukanmain lebik baik lagi dari sekarang masyarakatnya damai tenang amankesejahteraan bangkit harga rendah stabil
62,negatif,div humaspolri gakan di ladenin sama bapak pulisi karna bapak pulisi di gaji sama jokowi pakai duit jokowi bukaan sama rakyat lapor nya nanti aja tunggu udah ganti presiden
63,negatif,div humaspolri gakan di ladenin sama bapak pulisi karna bapak pulisi di gaji sama jokowi memakai duit jokowi bukaan sama rakyat lapor nya nanti aja tunggu udah ganti presiden
64,negatif,baguslah pendukung jokowi tebang pohon bukan dengan golokgergaji tapi dengan ranting pohon itu sendiri jadi elektabilitas jokowi nyungseb bukan oleh lawan politiknya tapi oleh pendukung dari dalam sendiri tolol dipelihara dasar ebong
65,negatif,baguslah anjuran jokowi tebang pohon bukan dengan golokgergaji meskipun dengan cabang berdoa itu belaka jadi elektabilitas jokowi nyungseb belum oleh lawan politiknya meskipun dengan pendukung dari dalam sendiri tolol dipelihara dasar ebong
66,positif,memang tidak bisa kita menghendaki harga cabai sampai rp harga bawang sampai rp petaninya kasihan kata jokowi
67,positif,cuma belum bisa kita menghendaki harga cabai kedatangan rp harga bawang kedatangan rp petaninya kasihan kata jokowi
68,netral,presiden jokowi raja salman sepakat tingkatkan kerjasama ekonomi via apahabarcom
69,netral,presiden jokowi raja salman sepakat tingkatkan kerjasama ekonomi via apahabarcom
70,negatif,kelar hidupmu bisanya cuma harga mahal turunkan solusi kubu prabowo bahlull
71,negatif,calar hidupmu bisanya cuma harga mahal turunkan solusi benteng prabowo bahlull
72,positif,tak akan terima gaji sebagai presiden wapres akan disumbangkan negara fakir miskinpertama dalam sejarah bangsa indonesia debat pilpres pernyataan penutup prabowosandiaga uno lewat you tube
73,positif,tak akan terima gaji kayak presiden wapres akan disumbangkan negara bulus miskinpertama dalam bersejarah bangsa indonesia beranggarlidah pilpres pernyataan penutup prabowosandiaga uno lambat you tube
74,positif,kalau infrastructure di bangun pakai uang pribadi dia boleh lah tidak mendukung untuk tidak lewat sana tapi ini pakai pajak dari semua warga negara setiap lewat pun harus bayar
75,positif,kalau infrastructure di bangun memakai penukar pribadi dia berupaya lah tidak mendukung untuk tidak lambat sana tapi ini memakai bergadai dari semua bermastautin negara masingmasing lewat pun harus bayar
76,positif,ada beberapa penghargaan dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin diakui integritasnya
77,positif,ada beberapa kelegaan dianugerahkan kepadanya berbuah bukti bahwa jokowi adalah lembaga pemimpin diakui integritasnya
78,positif,bersatu bersama jokowikma berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat
79,positif,bergabung bersama jokowikma berbagai kejayaan pernah berhasil tercapai khususnya kemajuan ekonomi di era pemerintahan jokowi jk sangat jauh bangkit
80,netral,orang luar negeri sangat menghargai prestasi sudah dilakukan jokowi tetapi dinegaranya sendiri banyak mencaci
81,netral,orang jangan beradab sangat menghargai kejayaan sudah dilakukan jokowi baru dinegaranya belaka banyak berkaokkaok
82,netral,maaf bapak rakyat tidak butuh pelukan rakyat butuh harga sembako murah listrik tarif turunkan butuh lap kerja bukan janji saja
83,netral,maaf bapak awam belum butuh pelukan rakyat beranganangan harga sembako banyak elektrik cukai turunkan beranganangan lap kerja bukan janji baru
84,netral,winter
85,netral,winter
86,positif,vidia amanda april pilih jokowikma dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan namun di zaman bapak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan
87,positif,vidia amanda apr pilih jokowikma dulu sekadar ada kemajuan ekonomi kosong pemerataan dulu atas zaman bapak jokowi bukan hanya kemajuan ekonomi meskipun juga pemerataan kelembagaan
88,netral,jokowi raja salman sepakat tingkatkan kerja sama ekonomi
89,netral,jokowi beraja salman sehati tingkatkan bekerja kayak ekonomi
90,negatif,meskipun aku di surga mungkin aku tak bahagia bahagiaku tak sempurna bila itu tanpamu gandeng tangan prabowo baru jadi ustad sudah yakin masuk surga ckckckck salah milih guru ngaji aku
91,negatif,meskipun aku atas surga barangkali maine belum bahagia bahagiaku belum sempurna bila itu tanpamu gandeng tangan prabowo baru jadi ustad sudah benarbenar masuk firdaus ckckckck salah milih guru ngaji maine
92,negatif,buat anggota kpuid anda tidak layak digaji sebaiknya rasa malu diutamakan daripada isi perut gede bacot minim torehan prestasi cc jokowi
93,negatif,berbuat anggota kpuid anda tidak layak digaji sebaiknya rasa kemerahan diutamakan daripada isi perut gede bacot minim torehan prestasi cc jokowi
94,netral,gasah mengejek program apa jokowi karena program ini juga tidak asal pasti sudah dipikirkan mateng seperti program kis dulu mari kita hargai jangan saling menghujat
95,netral,gasah ejek program apa jokowi karena program ini juga tidak asal pasti sudah dipikirkan mateng kayak program kis dulu biar america hargai jangan saling menghujat
96,netral,monggo silahkanitu hak andahargai juga kami inginkan perubahan lebih baik
97,netral,monggo silahkanitu empunya andahargai juga kami inginkan penukaran lebih baik
98,positif,beberapa penghargaan dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin diakui integritasnya
99,positif,beberapa kelegaan dianugerahkan kepadanya berbuah bukti bahwa jokowi adalah sosok pemimpin diakui integritasnya
100,negatif,he he he sok bijak nih antek orba pikirkan letjen pecatan bilang biang kerok ekonomi indonesia adalah presiden sebelum jokowi ada jenderal sby gimana demokrat tidak beralih dukungan jokowi coba
101,negatif,he he he sok bijak nih antek orba pikirkan letjen pecatan bilang asli kerok ekonomi indonesia adalah presiden sebelum jokowi ada jenderal sby gimana demokrat tidak beralih dorongan jokowi anju
102,netral,presiden jokowi raja salman sepakat tingkatkan kerja sama ekonomi via metrobali
103,netral,daftarpresidenamerikaserikat jokowi beraja salman sehati tingkatkan bekerja kayak ekonomi via metrobali
104,netral,aku kasih taubeberapa penghargaan dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin diakui integritasnya
105,netral,aku gemar taubeberapa penghargaan dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah lembaga ketua diakui integritasnya
106,netral,presiden jokowi raja salman sepakat tingkatkan kerja sama ekonomi via bali netizen
107,netral,daftarpresidenamerikaserikat jokowi beraja salman sepakat tingkatkan bekerja sama ekonomi via bali netizen
108,positif,dalam penjelasannya kyai khmaruf amin mau menjadi cawapres karna jokowi punya komitmen terkait ekonomi umat dengan apa disebutnya sebagai arus baru ekonomi indonesia membangun ekonomi dri bawah
109,positif,dalam penjelasannya kyai khmaruf amin beranganangan berbuah cawapres karna jokowi punya dedikasi berhubungan ekonomi umat dengan apa disebutnya sebagai arus baru ekonomi indonesia membangun ekonomi dri bawah
110,positif,menterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih penghargaan
111,positif,menterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak berlaku kelegaan
112,negatif,jokowi naikkan tax ratio drastis bisa guncang ekonomi
113,negatif,jokowi naikkan tax ratio drastis bisa guncang ekonomi
114,positif,lalu berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat
115,positif,lalu berbagai kejayaan telah berhasil tercapai khususnya pertumbuhan ekonomi atas era pemerintahan jokowi jk sangat jauh meningkat
116,negatif,disitu bapak jokowi hanya membahas game online bagi pemain profesional bahkan sekarang udah ada piala presiden mobile legend hadiahnya sangat besar jika kita mau bersaing didunia online seperti game ekonomi kita juga akan naik
117,negatif,disitu bapak jokowi hanya melapiki game online bagi pemain profesional bahkan ada udah ada piala presiden mobile legend hadiahnya sangat besar jika america beranganangan bersaing didunia online seperti game ekonomi america agak akan naik
118,positif,jokowi khmaruf amin april pilih jokowikma pada ngerti kan kalo bapak jokowi belajar ngaji sejak sebelum jadi pejabat murni mendalami agama tanpa unsur pencitraan
119,positif,jokowi khmaruf amin april ambil jokowikma pada ngerti kan kalo bapak jokowi belajar ngaji sejak berasal jadi biro anakdara memburu agama kosong unsur pencitraan
120,positif,from sandiuno repostmediaapp prabowosandi tidak ingin gagal fokus kita ingin pembangunan besarbesaran ini berdampak langsung pada ekonomi kesejahteraan
121,positif,from sandiuno repostmediaapp prabowosandi belum beranganangan ambrol berfokus kita beranganangan pembangunan besarbesaran ini berdampak betulbetul pada ekonomi kebajikan
122,negatif,alasan prabowosandi tak terima gaji jika menang negara sedang susah
123,negatif,alasan prabowosandi belum terima gaji jika menang keadaan cuma menderita
124,negatif,he he he pikirkan letjen pecatan bilang biang kerok ekonomi presiden sebelum jokowi ada jenderal sby ada jenderal soeharto bintang nya sampe lima dungu
125,negatif,he he he pikirkan letjen pecatan bilang biang kerok ekonomi presiden sebelum jokowi ada jenderal sby ada jenderal jenderalbesarsoeharto bintang nya sampe lima ahmak
126,netral,jokowi menambahkan capaian pertumbuhan itu perlu disyukuri karena indonesia tetap tumbuh meski kondisi ekonomi global sedang bergejolak
127,netral,jokowi bertambah capaian pertumbuhan itu harus disyukuri karena indonesia tetap berkembang meski kondisi ekonomi global cuma bergejolak
128,positif,janji tak ambil gaji jika menang pilpres prabowo bukti kita tulus
129,positif,janji belum ambil gaji jika larang pilpres prabowo bukti america tulus
130,negatif,terus lah bersuara minta keadilan suara begitu berarti kpuid kerja benarjangan makan gaji buta jangan curang
131,negatif,betulbetul lah bersuara bermohon keadilan suara bahwasanya berarti kpuid bekerja benarjangan gizi gaji buta jangan curang
132,negatif,jelas jokowi lah prabowo sandi pecicilan selalu pesimis tanpa jalan keluar jelas ekonomi makro mikro saja tak tau
133,negatif,jelas jokowi lah prabowo sandi pecicilan jemah pesimis kosong jalan keluar jelas ekonomi makro mikro saja tak tau
134,positif,aku kasih taumenterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih penghargaan
135,positif,aku kasih taumenterinya aja berprestasi apalagi pemimpinnya berupaya dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih kelegaan
136,netral,berita terbaru prabowo saya tak ingin naikkan pajak persen dalam setahun telah ada di
137,netral,berita mutakhir prabowo saya belum beranganangan naikkan bergadai persen dalam setahun telah ada di
138,positif,jokowi menjelaskan pembangunan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan dengan demikian kekuatan ekonomi indonesia bisa lebih stabil
139,positif,jokowi menjelaskan pembangunan merevitalisasi pasar awam ini menjadi dasar primer dalam kelembagaan ekonomi berbasis kerakyatan dengan demikian dayausaha ekonomi indonesia bisa lebih stabil
140,netral,aku kasih tauberbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat
141,netral,maine kasih tauberbagai pencapaian telah berhasil berjaya khususnya pertumbuhan ekonomi atas era pemerintahan jokowi jk sangat bukanmain meningkat
142,positif,presiden jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga semula ribuliter menjadi liter
143,positif,daftarpresidenamerikaserikat jokowi bangunkan spbu pertama setelag golongan di daerah puncak jaya guineabaru dengan harga kembali ribuliter berbuah liter
144,positif,bersatu menangkan jokowi brbagai upaya telah dilakukan untuk membangun indonesia bebas korupsi dari pelayanan berbasis elektronik sistem pengaduan masyarakat penghargaan bg masyarakat mengungkap korupsi
145,positif,bergabung menangkan jokowi brbagai anju telah dilakukan untuk berkembang indonesia bebas korupsi dari pelayanan berbasis elektronik sistem pengaduan masyarakat kelegaan bg awam mengungkap korupsi
146,negatif,leres pakdhe salah satu aspek penting dari faktor ekonomi bertumbuh adalah stabilitas politik dalam negeri ditunjukkan dengan adanya kepastian keadilan dalam penegakan hukum jadi pripun kabare pakde jokowi
147,negatif,leres pakdhe cacat satu aspek penting dari baka ekonomi bertumbuh adalah stabilitas politik dalam negeri ditunjukkan dengan adanya kepastian keadilan dalam pembinaan hukum jadi pripun kabare pakde jokowi
148,negatif,demikian bapak prabowo walau pendidikannya tentara tapi ayahnya seorang ekonom legendaris di indonesia ya kali deh tidak ngerti makro mikro makro mikro pelajaran semester di fakultas ekonomi koreksi saya ketauan jae baru belajar ekonomi kacaw
149,negatif,demikian bapak prabowo walau pendidikannya angkatandaratamerikaserikat meskipun ayahnya individu ekonom legendaris atas indonesia ya kali deh tidak ngerti makro mikro makro mikro kajian semester di fakultas ekonomi koreksi maine ketauan jae baru belajar ekonomi kacaw
150,netral,jangan terlalu bangga dengan jalan jika ekonomi jatuh terus nengara menag buka melihat jalanya megah seharusnya hasil bumi laut melimpah ruah terlebih dahulu baru idonesia maju menjadi pemenang
151,netral,jangan terlalu bangga dengan arus jika ekonomi berjatuhan betulbetul nengara menag buka melihat jalanya megah harus hasil bumi laut melimpah ruah begitu dahulu baru idonesia maju menjadi pemenang
152,netral,jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga semula ribuliter menjadi liter
153,netral,jokowi bangunkan spbu mulamula setelag tahun di kabupaten balung berhasil papua dengan harga kembali ribuliter berbuah liter
154,netral,katanya jas itu harga mahal pakaian orang eropa amerika
155,netral,katanya jas itu harga mahal baju orang eropa amerika
156,netral,prabowo janjikan harga karet kelapa sawit buat senyum petani
157,netral,prabowo janjikan harga getah kelapa sawit buat senyum petani
158,netral,orang ini sangat dihargai oleh raja arab saudi dia pemimpin ku
159,netral,bendahidup ini sangat dihargai oleh raja arab saudi dia pemimpin ku
160,negatif,mencontoh ekonomi china bukannya sujud seperti sekarang ini
161,negatif,ikut ekonomi china bukannya sujud seperti sekarang ini
162,positif,asal tahu saja gaesberbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat
163,positif,asal tahu baru gaesberbagai pencapaian pernah berhasil berjaya khususnya kemajuan ekonomi atas era pemerintahan jokowi jk sangat bukanmain meningkat
164,netral,kepercayaan hanya diberikan pada mereka berpengalaman seorang jokowi memiliki wakil berpengalaman dibidang ekonomi
165,netral,kepercayaan cuma diberikan pada menjadwalkan berpengalaman individu jokowi ada wakil berpengalaman dibidang ekonomi
166,negatif,berapa sih gaji presiden wakil presiden berapa sih tunjangannya kalau kalian mengatakan tidak akan ambil sepeserpun gaji tunjangan baru hebat itu baru jualan kalau hanya gaji itu namanya jualan basi
167,negatif,berapa sih gaji presiden wakil daftarpresidenamerikaserikat berapa sih tunjangannya kalau kalian memisalkan tidak akan ambil sepeserpun gaji bantuan baru berkuasa itu baru jualan kalau hanya gaji itu namanya jualan basi
168,positif,mungkin bapak prabowo mengharap ketulusan karyawan untuk tidak menuntut gaji
169,positif,mungkin bapak prabowo firasat ketulusan buruh untuk belum menuntut gaji
170,netral,jamu jokowi raja salman sajikan nasi mandhi warta ekonomi
171,netral,jamu jokowi raja salman sajikan beras mandhi berita ekonomi
172,positif,dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan namun di zaman bapak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan
173,positif,dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan dulu atas kala bapak jokowi belum cuma pertumbuhan ekonomi tapi juga pemerataan pembangunan
174,negatif,kami moslem kami menghormati menghargai umat agama laen kami cinta damai karena islam mengajarkan untuk berbuat baik kepada semua manusia tanpa terkecuali kamipun pendukung bhineka tunggal ika
175,negatif,kami moslem kami menghormati menghargai kalangan agama laen kami cinta damai karena islam membaban untuk beraksi baik kepada keseluruhan manusia kosong kecuali kamipun anjuran bhineka seorangdiri ika
176,positif,prabowo sandiuno tidak akan ambil gaji serupiah pun jika terpilih sebagai presiden republik indonesia benar kata alm gus dur orang paling ihlas untuk indonesia adalah prabowo
177,positif,prabowo sandiuno tidak akan ambil gaji serupiah bahkan jika memilih sebagai daftarpresidenamerikaserikat republik indonesia benar bercakap alm gus dur bendahidup paling ihlas untuk indonesia adalah prabowo
178,netral,jokowimaruf bicara pengalaman prabowosandi janji tak ambil gaji
179,netral,jokowimaruf berbeka ada prabowosandi janji belum ambil gaji
180,netral,pilih pemimpin itu sudah jelas banyak pencapaiannya nah ini dia pencapaian ekonomi selama pemerintahan jokowi
181,netral,ambil ketua itu sudah jelas banyak pencapaiannya nah ini dia kejayaan ekonomi selama pemerintahan jokowi
182,negatif,tidak perlu suudzon di samping umroh bapak jokowi juga membahas kerja sama di bidang ekonomi dengan pemerintahan arab saudi tidak usah nyinyir bro urus tuh junjunganmu lagi ziarah kubur moga aja tidak nyembah kuburan
183,negatif,tidak harus suudzon atas samping umroh bapak jokowi agak membahas bekerja sama di bidang ekonomi dengan pemerintahan arab saudi belum usah nyinyir bro urus tuh junjunganmu lagi naikhaji kubur moga aja belum nyembah kuburan
184,positif,pemerintah jokowi juga menyebut masa depan ekonomi indonesia di tangan anakanak muda kreatif
185,positif,pemerintah jokowi agak menyebut kala depan ekonomi indonesia atas tangan anakanak muda kreatif
186,positif,keberhasilan tidak hanya dibidang infrastruktur jokowi juga berhasil memperbaiki ekonomi indonesia
187,positif,keberhasilan belum cuma dibidang infrastruktur jokowi agak berhasil memperbaiki ekonomi indonesia
188,positif,jokowimaruf pemimpin indonesia beberapa penghargaan dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin diakui integritasnya
189,positif,jokowimaruf ketua indonesia beberapa penghargaan dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah lembaga ketua diakui integritasnya
190,negatif,mahal banget buat satu beginian untuk hasilkan mau harganya bisa lebih mahal dari satu power plant bisa produksi mau
191,negatif,mahal amat berbuat pertama beginian untuk hasilkan mau harganya bisa lebih mahal dari satu power plant bisa pengeluaran mau
192,netral,jokowi bahas ekonomi makro mikro ya makanan sehari sandiaga dari dulu itu sih fatal untuk ada et keluarlah ispot sejenis revolusi sok futuristik padahal otaknya antik
193,netral,jokowi bahas ekonomi makro mikro bahwasanya makanan hari sandiaga dari dulu itu sih fatal untuk ada et keluarlah ispot sejenis pemberontakan sok futuristik benarbenar otaknya antik
194,negatif,prabowosandi sepakat ekonomi indonesia salah arah
195,negatif,prabowosandi sepakat ekonomi indonesia cacat arah
196,negatif,prabowosandi sepakat ekonomi indonesia salah arah via kedai pena com
