,sentimen,tweet
44,negatif,prabowo apa bapak tidak menghargai relawan puasa tirakatan munajad semalam suntuk berdoa untuk kemenangan mohon dibalas tweet kontribusi ngopi rokok dll mereka tirakatmujahadah jika tidak maka akan gagalayo semua tirakat munajadin
45,negatif,berdoa untuk keberhasilan bermohon dibalas tweet bantuan ngopi rokok dll menjadwalkan tirakatmujahadah jika belum akibatnya akan gagalayo keseluruhan tirakat munajadin prabowo apa bapak belum menghargai relawan puasa tirakatan munaja
46,positif,prabowo sandi menang otomatis kita ikut bersedekah bagi kaum farkir miskin dhuafa melalui gaji mereka berfua tidak akan diambil akan disedekahkan
47,positif,larang otomatis america berlangsung bersedekah bagi kaum farkir miskin dhuafa berjalan gaji mereka berfua belum akan diambil akan disedekahkan april camuk prabowo sandi larang otomatis america berlangsung bersedekah bagi kaum farkir miskin dhuaf
48,positif,kepercayaan hanya diberikan pada mereka berpengalaman seorang jokowi memiliki wakil berpengalaman dibidang ekonomi coblos yuk ya
49,positif,berpengalaman individu jokowi ada wakil berpengalaman dibidang ekonomi coblos yuk bahwasanya ambil baju beruban ideologi cuma diberikan pada menjadwalkan berpengalaman individu jokowi ada wakil berpengalaman dibidang ekonomi coblos yuk bahwasanya
50,negatif,ummat islam waras cerdas pasti senang beramalcoblos prabowo anda ikut andil dalam beramal gaji beliau tidak diambil tapi untk amal
51,negatif,dalam beramal gaji beliau belum diambil meskipun untk amal gaji beliau belum diambil meskipun untk amal gaji beliau belum diambil meskipun untk amal gaji beliau belum diambil meskipun untk amal gaji beliau belum diambil meskipun untk amal gaji beli
52,positif,keberhasilan tidak hanya dibidang infrastruktur jokowi juga berhasil memperbaiki ekonomi indonesia coblos yuk ya
53,positif,baik ambil jelas islamnya ambil baju beruban keberhasilan belum cuma dibidang infrastruktur jokowi juga berhasil membarui ekonomi indonesia coblos yuk ya ya ya berhasil membarui ekonomi indonesia coblos yuk ya berhasil membarui ekonomi indonesia co
54,negatif,model ngeles petruk sudah ketaker berbusa didepan sandi ngomongin ekonomi makro dengan congkaknya untung sandi nya sabar tidak di kick balik pantesan menterinya pintar pada mbodoni lha juragannya kayak gini pekk nya prabowo sandiuno
55,negatif,a berbusa didepan sandi ngomongin ekonomi makro dengan congkaknya untung sandi nya reda tidak atas kick balik pantesan menterinya bijak atas mbodoni lha juragannya kayak gini pekk nya uasdifitnah bengis balas atas t
56,positif,dengan memilih kita sudah bersodakoh karna prabowo sandi menyumbangkan gaji mereka untuk negarafakir miskin yatim piatu masjid jadikan prabowo sandi presiden wakil presiden republik indonesia
57,positif,i bersodakoh karna prabowo sandi berjasa gaji menjadwalkan untuk negarafakir miskin anak yatim piatu masjid jadikan prabowo sandi daftar presiden amerika serikat wakil daftar presiden amerika serikat bangsa indonesia saveua
58,positif,alhamdulillah capres mau sedekahkan gajinya untuk rakyat miskin disini kami korban gempa pasigala butuh bantuan bapak prabowo sandiuno karniilyas rockygerung
59,positif,kapres berangan angan sedekahkan gajinya untuk awam miskin disini kami korban gempa pasigala berangan angan aids bapak prabowo sandiuno karniilyas rockygerung prabowo sandi larang adil ampuli kam kam kam kam kam kam kam
60,netral,no donk mang sayah percaya semua saudara seperjuangan ikhlas hanya ingin negeri ini berubah jauh lebik baik lagi dari sekarang masyarakatnya damai tenang amankesejahteraan meningkat harga rendah stabil
61,netral,amankesejahteraan bangkit harga rendah stabil uasdifitnah bengis balas atas tps uasdifitnah bengis balas atas tps uasdifitnah bengis balas atas tps uasdifitnah bengis balas atas tps uasdifit
62,negatif,div humaspolri gakan di ladenin sama bapak pulisi karna bapak pulisi di gaji sama jokowi pakai duit jokowi bukaan sama rakyat lapor nya nanti aja tunggu udah ganti presiden
63,negatif,div humaspolri gakan diladenin kayak bapak pulisi karna bapak pulisi atas gaji kayak jokowi memakai duit jokowi bukaan sama awam lapor nya kelak aja menahan udah ganti presiden uasdifitnah bengis brutal uasdifitnah bengis brute
64,negatif,baguslah pendukung jokowi tebang pohon bukan dengan golokgergaji tapi dengan ranting pohon itu sendiri jadi elektabilitas jokowi nyungseb bukan oleh lawan politiknya tapi oleh pendukung dari dalam sendiri tolol dipelihara dasar ebong
65,negatif,berdoa belum dengan golokgergaji meskipun dengan anjuran dari dalam belaka ahmak dipelihara dasar ebong jokowi tebang berdoa belum dengan golokgergaji meskipun dengan anjuran dari dalam belaka ahmak dipelihara dasar ebong jokowi tebang
66,positif,memang tidak bisa kita menghendaki harga cabai sampai rp harga bawang sampai rp petaninya kasihan kata jokowi
67,positif,berupaya america hendak harga cabai kedatangan rp harga bawang kedatangan rp petaninya kasihan bercakap jokowi kyai maruf periode lagi untuk jokowi memantrai bono surfing
68,netral,presiden jokowi raja salman sepakat tingkatkan kerjasama ekonomi via apahabarcom
69,netral,jokowi beraja salman sehati tingkatkan kerjasama ekonomi via apahabarcom
70,negatif,kelar hidupmu bisanya cuma harga mahal turunkan solusi kubu prabowo bahlull
71,negatif,calar hidupmu bisanya cuma harga mahal turunkan solusi benteng prabowo bahlull
72,positif,tak akan terima gaji sebagai presiden wapres akan disumbangkan negara fakir miskinpertama dalam sejarah bangsa indonesia debat pilpres pernyataan penutup prabowosandiaga uno lewat you tube
73,positif,terima gaji kayak daftar presiden amerika serikat wapres akan disumbangkan keadaan bulus miskinpertama dalam bersejarah bangsa indonesia beranggar lidah pilpres alasan penutup prabowosandiaga uno lambat you tube prabowosandiaga uno lambat you tube prabowos
74,positif,kalau infrastructure di bangun pakai uang pribadi dia boleh lah tidak mendukung untuk tidak lewat sana tapi ini pakai pajak dari semua warga negara setiap lewat pun harus bayar
75,positif,berupaya lah belum mendukung untuk belum lambat sana tapi ini memakai bergadai dari keseluruhan warga keadaan masing masing lewat bahkan harus bayar harus bayar harus bayar harus bayar harus bayar harus bayar harus bayar harus bayar harus bayar
76,positif,ada beberapa penghargaan dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin diakui integritasnya
77,positif,ambil orang baik ambil jelas islamnya ambil baju beruban ada beberapa kelegaan dianugerahkan kepadanya berbuah bukti jokowi adalah lembaga ketua diakui integritasnya ambil baju beruban ada beberapa kelegaan dianugerahkan kepad
78,positif,bersatu bersama jokowikma berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat
79,positif,berbagai pencapaian pernah berhasil berjaya khususnya kemajuan ekonomi diera pemerintahan jokowi jk sangat bukan main bangkit berbagai pencapaian pernah berhasil berjaya khususnya kemajuan ekonomi diera pemerintahan jokowi j
80,netral,orang luar negeri sangat menghargai prestasi sudah dilakukan jokowi tetapi dinegaranya sendiri banyak mencaci
81,netral,benda hidup luar negeri sangat menghargai kejayaan sudah dilakukan jokowi tetapi dinegaranya belaka banyak berkaok kaok
82,netral,maaf bapak rakyat tidak butuh pelukan rakyat butuh harga sembako murah listrik tarif turunkan butuh lap kerja bukan janji saja
83,netral,berangan angan pelukan awam berangan angan harga sembako banyak tarif turunkan berangan angan gosok belum janji baru uasdifitnah keji brutal keji brutal keji brutal keji brutal keji brutal keji brutal keji brutal keji brutal keji brutal keji brutal keji brutal
84,netral,winter
85,netral,winter
86,positif,vidia amanda april pilih jokowikma dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan namun di zaman bapak jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan
87,positif,baik ambil baju beruban dulu saja ada kemajuan ekonomi kosong pemerataan dulu atas kala bapak jokowi bukan cuma kemajuan ekonomi tapi agak pemerataan kelembagaan kelembagaan kelembagaan kelembagaan kelembagaan kele
88,netral,jokowi raja salman sepakat tingkatkan kerja sama ekonomi
89,netral,tingkatkan bekerja kayak ekonomi optimis indonesia ke depan
90,negatif,meskipun aku di surga mungkin aku tak bahagia bahagiaku tak sempurna bila itu tanpamu gandeng tangan prabowo baru jadi ustad sudah yakin masuk surga ckckckck salah milih guru ngaji aku
91,negatif,bahagia bahagiaku belum absolut bila itu tanpamu gandeng tangan prabowo baru begini ustad pernah benar benar ke firdaus ckckckckck cacat milih guru ngaji maine ganti kajian kajian ganti kajian ganti kajian ganti kajian ganti kajian
92,negatif,buat anggota kpuid anda tidak layak digaji sebaiknya rasa malu diutamakan daripada isi perut gede bacot minim torehan prestasi cc jokowi
93,negatif,dari isi perut besar bacot minim belahan prestasi cc jokowi berbuat anggota kpuid anda tidak berdaya digaji bijak rasa kemerahan diutamakan dari isi perut besar bacot minim belahan prestasi cc jokowi berbuat anggota kpuid anda tidak
94,netral,gasah mengejek program apa jokowi karena program ini juga tidak asal pasti sudah dipikirkan mateng seperti program kis dulu mari kita hargai jangan saling menghujat
95,netral,kis dulu biar america hargai jangan saling menghujat menghujat kis dulu biar america hargai jangan saling menghujat menghujat kis dulu biar america hargai jangan saling menghujat kis dulu biar america hargai jangan saling menghujat
96,netral,monggo silahkanitu hak andahargai juga kami inginkan perubahan lebih baik
97,netral,kami inginkan penukaran lebih baik monggo silahkanitu empunya andahargai agak kami inginkan penukaran lebih baik
98,positif,beberapa penghargaan dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin diakui integritasnya
99,positif,ambil benda hidup baik ambil jelas islamnya ambil baju beruban beberapa kelegaan dianugerahkan kepadanya berbuah bukti bahwa jokowi adalah lembaga pemimpin diakui integritasnya ambil baju beruban beberapa kelegaan dianugerahkan kepadany
100,negatif,he he he sok bijak nih antek orba pikirkan letjen pecatan bilang biang kerok ekonomi indonesia adalah presiden sebelum jokowi ada jenderal sby gimana demokrat tidak beralih dukungan jokowi coba
101,negatif,he he sok bijak nih antek orba pikirkan letjen pecatan bilang asli kerok ekonomi indonesia adalah daftar presiden amerika serikat berasal jokowi ada jenderal sby gimana demokrat tidak beralih dorongan jokowi anju
102,netral,presiden jokowi raja salman sepakat tingkatkan kerja sama ekonomi via metrobali
103,netral,daftar presiden amerika serikat jokowi beraja salman sehati tingkatkan bekerja sama ekonomi via metrobali
104,netral,aku kasih taubeberapa penghargaan dianugerahkan kepadanya menjadi bukti bahwa jokowi adalah sosok pemimpin diakui integritasnya
105,netral,maine gemar taubeberapa kelegaan dianugerahkan kepadanya berbuah bukti bahwa jokowi adalah lembaga ketua diakui integritasnya ambil baju beruban baik pilih jelas islamnya ambil baju beruban baik pilih jelas islamnya ambil baju
106,netral,presiden jokowi raja salman sepakat tingkatkan kerja sama ekonomi via bali netizen
107,netral,daftar presiden amerika serikat jokowi beraja salman sehati tingkatkan bekerja sama ekonomi via bali netizen
108,positif,dalam penjelasannya kyai khmaruf amin mau menjadi cawapres karna jokowi punya komitmen terkait ekonomi umat dengan apa disebutnya sebagai arus baru ekonomi indonesia membangun ekonomi dri bawah
109,positif,dalam penjelasannya kyai khmaruf amen amon berangan angan berbuah cawapres karna jokowi punya dedikasi berhubungan ekonomi kalangan dengan apa disebutnya kayak arus baru ekonomi indonesia berkembang ekonomi dri bawah ambil benda hidup bai
110,positif,menterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih penghargaan
111,positif,baik ambil benda hidup baik ambil jelas islamnya ambil baju beruban menterinya aja berprestasi apalagi pemimpinnya berupaya dikatakanera jokowi lah dimana sejumlah menterinya banyak berlaku kelegaan era jokowi lah dimana sejumlah menterin
112,negatif,jokowi naikkan tax ratio drastis bisa guncang ekonomi
113,negatif,steuerquote drastis berupaya guncang ekonomi drastis berupaya guncang ekonomi drastis berupaya guncang ekonomi b jokowi naikkan tax ratio drastis berupaya guncang ekonomi b jokowi naikkan tax ratio drastis berupaya guncang ekonomi b
114,positif,lalu berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat
115,positif,berbagai kejayaan pernah berhasil berjaya khususnya kemajuan ekonomi diera pemerintahan jokowi jk sangat jauh bangkit pilih benda hidup baik ambil jelas islamnya ambil baju beruban baik ambil baju beruban baik ambil baju beruban bai
116,negatif,disitu bapak jokowi hanya membahas game online bagi pemain profesional bahkan sekarang udah ada piala presiden mobile legend hadiahnya sangat besar jika kita mau bersaing didunia online seperti game ekonomi kita juga akan naik
117,negatif,a hanya melapiki game online bagi pemain kemahiran bahkan sekarang udah ada piala daftar presiden amerika serikat mobile legend hadiahnya sangat besar jika america berangan angan berdamping didunia online kayak game ekonomi america juga akan naik naik a
118,positif,jokowi khmaruf amin april pilih jokowikma pada ngerti kan kalo bapak jokowi belajar ngaji sejak sebelum jadi pejabat murni mendalami agama tanpa unsur pencitraan
119,positif,jokowikma atas ngerti kan kalo bapak jokowi belajar ngaji sejak berasal jadi biro anak dara memburu agama kosong inti pencitraan pilih orang baik ambil baju beruban ambil baju beruban berasal jadi biro anak dara memburu
120,positif,from sandiuno repostmediaapp prabowosandi tidak ingin gagal fokus kita ingin pembangunan besarbesaran ini berdampak langsung pada ekonomi kesejahteraan
121,positif,bel berfokus america berangan angan kelembagaan besarbesaran ini berdampak langsung atas ekonomi kebajikan kebajikan ini berdampak langsung atas ekonomi kebajikan kebajikan ini berdampak langsung atas ekonomi kebajikan kebajikan
122,negatif,alasan prabowosandi tak terima gaji jika menang negara sedang susah
123,negatif,berlaku gaji jika larang keadaan sedang menderita keadaan sedang menderita keadaan sedang menderita keadaan sedang menderita keadaan sedang menderita keadaan sedang menderita keadaan sedang menderita keadaan sedang menderita keadaan sedang menderita ke
124,negatif,he he he pikirkan letjen pecatan bilang biang kerok ekonomi presiden sebelum jokowi ada jenderal sby ada jenderal soeharto bintang nya sampe lima dungu
125,negatif,he he pikirkan letjen pecatan bilang asli kerok ekonomi daftar presiden amerika serikat berasal jokowi ada jenderal jenderal besar soeharto bintang nya sampe lima ahmak nya sampe lima ahmak
126,netral,jokowi menambahkan capaian pertumbuhan itu perlu disyukuri karena indonesia tetap tumbuh meski kondisi ekonomi global sedang bergejolak
127,netral,jokowi menambahkan capaian kemajuan itu perlu disyukuri karena indonesia dulu berkembang meski kondisi ekonomi dunia sedang bergejolak jokowi kyai maruf jokowi menambahkan capaian kemajuan itu perlu disyukuri karena indonesia dulu berkembang meski
128,positif,janji tak ambil gaji jika menang pilpres prabowo bukti kita tulus
129,positif,tak ambil gaji jika menang pilpres prabowo bukti america cupar
130,negatif,terus lah bersuara minta keadilan suara begitu berarti kpuid kerja benarjangan makan gaji buta jangan curang
131,negatif,terus lah bersuara minta keadilan suara bahwasanya berarti kpuid kerja benarjangan gizi gaji buta jangan curang terus lah bersuara minta keadilan suara bahwasanya berarti kpuid kerja benarjangan gizi gaji buta jangan curang ter
132,negatif,jelas jokowi lah prabowo sandi pecicilan selalu pesimis tanpa jalan keluar jelas ekonomi makro mikro saja tak tau
133,negatif,jelas jokowi lah prabowo sandi pecicilan jemah pesimis kosong arus jalan keluar jelas ekonomi makro mikro baru belum tau prabowo sandi pecicilan jemah pesimis kosong arus jalan keluar jelas ekonomi makro mikro baru belum tau prabowo sandi
134,positif,aku kasih taumenterinya aja berprestasi apalagi pemimpinnya bisa dikatakan era jokowi lah dimana sejumlah menterinya banyak meraih penghargaan
135,positif,aku gemar taumenterinya aja berprestasi apalagi pemimpinnya berupaya dikatakan era jokowi lah dimana sejumlah menterinya banyak berlaku kelegaan ambil orang baik ambil jelas islamnya ambil baju beruban ambil baju beruban ambil baju beruban ambil baju berub
136,netral,berita terbaru prabowo saya tak ingin naikkan pajak persen dalam setahun telah ada di
137,netral,berita mutakhir prabowo maine belum belum berangan angan naikkan pajak persen dalam setahun telah ada atas
138,positif,jokowi menjelaskan pembangunan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan dengan demikian kekuatan ekonomi indonesia bisa lebih stabil
139,positif,ekonomi indonesia bisa lebih stabil jokowi kyai maruf jokowi kyai maruf berbuah dasar primer dalam kelembagaan ekonomi berbasis kebangsaan dengan bahwasanya daya usaha ekonomi indonesia bisa lebih stabil jokowi kyai maruf jokowi kyai maruf
140,netral,aku kasih tauberbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat
141,netral,berhasil tercapai khususnya kemajuan ekonomi diera pemerintahan jokowi jk sangat bukan main bangkit ambil orang baik ambil jelas islamnya ambil baju putih berhasil tercapai khususnya kemajuan ekonomi diera pemerintahan jokowi j
142,positif,presiden jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga semula ribuliter menjadi liter
143,positif,baikpilih jelas islamnya ambil baju beruban daftar presiden amerika serikat jokowi bangunkan spbu mula mula setelag golongan atas daerah puncak berhasil guinea baru dengan harga kembali ribuliter berbuah liter berbuah liter berbuah
144,positif,bersatu menangkan jokowi brbagai upaya telah dilakukan untuk membangun indonesia bebas korupsi dari pelayanan berbasis elektronik sistem pengaduan masyarakat penghargaan bg masyarakat mengungkap korupsi
145,positif,bergabung menangkan jokowi pilih benda hidup baik ambil jelas islamnya ambil baju beruban brbagai anju pernah dilakukan untuk membangun indonesia bebas korupsi dari bakti berbasis elektronik acang dakwaan awam kelegaan bg awam mengungkap korup
146,negatif,leres pakdhe salah satu aspek penting dari faktor ekonomi bertumbuh adalah stabilitas politik dalam negeri ditunjukkan dengan adanya kepastian keadilan dalam penegakan hukum jadi pripun kabare pakde jokowi
147,negatif,leres pakdhe cacat satu aspek penting dari baka ekonomi bertumbuh adalah kekukuhan politik dalam beradab ditunjukkan dengan adanya kepastian keadilan dalam pembinaan hukum begini pripun kabare duatahunnovel pakde jokowi a
148,negatif,demikian bapak prabowo walau pendidikannya tentara tapi ayahnya seorang ekonom legendaris di indonesia ya kali deh tidak ngerti makro mikro makro mikro pelajaran semester di fakultas ekonomi koreksi saya ketauan jae baru belajar ekonomi kacaw
149,negatif,ekonom legendaris atas indonesia bahwasanya bapak prabowo walau pendidikannya angkatan darat amerika serikat meskipun ayahnya seorang ekonom legendaris atas indonesia bahwasanya bapak prabowo walau pendidikannya angkatan darat amerika
150,netral,jangan terlalu bangga dengan jalan jika ekonomi jatuh terus nengara menag buka melihat jalanya megah seharusnya hasil bumi laut melimpah ruah terlebih dahulu baru idonesia maju menjadi pemenang
151,netral,ke depan menjadi pemenang nengara menag buka ingat jalanya agung seharusnya hasil bumi laut melimpah ruah begitu dahulu baru idonesia ke depan menjadi pemenang berjatuhan betul betul nengara menag buka ingat jalanya agung seharus
152,netral,jokowi bangunkan spbu pertama setelag tahun di kabupaten puncak jaya papua dengan harga semula ribuliter menjadi liter
153,netral,baik ambil benda hidup baik ambil jelas islamnya ambil baju beruban jokowi bangunkan spbu pertama setelag golongan atas daerah balung berhasil guinea baru dengan harga kembali ribuliter menjadi liter menjadi liter menjadi liter menjadi liter menjadi liter menja
154,netral,katanya jas itu harga mahal pakaian orang eropa amerika
155,netral,harga mahal baju benda hidup eropa amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika amerika
156,netral,prabowo janjikan harga karet kelapa sawit buat senyum petani
157,netral,harga getah kelapa sawit berbuat mesem pekebun mesem pekebun mesem pekebun mesem pekebun mesem pekebun mesem pekebun mesem pekebun mesem pekebun mesem pekebun mesem pekebun mesem pekebun mesem pekebun mesem pekebun mesem pe
158,netral,orang ini sangat dihargai oleh raja arab saudi dia pemimpin ku
159,netral,orang ini sangat dihargai oleh beraja arab saudi dia ketua ku
160,negatif,mencontoh ekonomi china bukannya sujud seperti sekarang ini
161,negatif,ikut ekonomi china bukannya sujud kayak ada ini
162,positif,asal tahu saja gaesberbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan jokowi jk sangat jauh meningkat
163,positif,berhasil tercapai khususnya kemajuan ekonomi atas era pemerintahan jokowi jk sangat bukan main bangkit ambil benda hidup baik ambil jelas islamnya ambil baju beruban baik ambil jelas islamnya ambil baju beruban berhasil tercapai khusus
164,netral,kepercayaan hanya diberikan pada mereka berpengalaman seorang jokowi memiliki wakil berpengalaman dibidang ekonomi
